Text,IsEthotic,SentimentPolarity
I am prepared to draw to the attention of the chairman of British Rail the suggestion that Members of Parliament should be consulted as well.,0,0
Secondly  my right hon. Friend said  I do not see it as the duty of the Government to see that there is national provision for every child up to the age of five.,0,0
Does he realise that billions of pounds have been wiped off the balance of trade figures because of the use of oil instead of coal?,0,0
It is a scheme that we are anxious to beginÌÄå¢Ì¢‰Û_åÂÌ¢‰âÂåùthe widening of the M1 in Hertfordshire.,0,0
The wisdom of what my hon. Friend said is becoming increasingly apparent.,1,1
Is it not a fact that  rather than be obsessed with cruise missiles  he should try to move [Interruption.],0,0
He talks of cuts of one third  but if an off peak service is reduced from three trains an hour to two  that reduction constitutes a cut of one third.,0,0
With respect  Mr. Speaker  my hon. hon. Friend's reply opened up the discussion by saying that human rights are universal.,0,0
I am unaware of any of the applications for exemption being turned down  so it is very difficult to see that the lorry ban is having any effect.,0,0
Will he consider positively the proposed management staff buy out by British Airways?,0,0
I think that on reflection the right hon. Gentleman might feel that the obsession is his.,1,2
We will always win any argument about resources  because we have put substantial  additional resources into the NHS.,0,0
Will my hon. Friend use his influence to ensure as Scotch whisky is one of the most successful  industries in Scotland that the Japanese,1,1
